City,DH_VU,DH_RU,DH_RS,DH_VS,GS_VU,GS_RU,GS_RS,GS_VS,QA_VU,QA_RU,QA_RS,QA_VS,SL_VU,SL_RU,SL_RS,SL_VS,GJ_VU,GJ_RU,GJ_RS,GJ_VS,SN_VU,SN_RU,SN_RS,SN_VS,GH_VU,GH_RU,GH_RS,GH_VS,A_15_24,A_25_39,A_40_54,A_55_100
Cluj_Napoca,17.5130072840791,24.6201873048907,38.0124869927159,19.8543184183143,9.70627096249619,20.7846325846123,41.6912287834129,27.8178676694786,14.6705680556957,35.2133992533549,38.2201594188276,11.8958732721219,1.33440353165446,4.37443563760409,26.9087990368215,67.3823617939199,9.01611244429208,18.4664609758885,38.7384298937264,33.778996686093,7.71614502634025,11.8686086148125,42.309678752195,38.1055676066522,32.8058028354764,33.7729420815474,20.5187383228926,12.9025167600835,11.02,23.64,22.03,43.3
Piatra_Neamţ,22.984760903836,32.264844981608,31.8759852863899,12.8744088281661,9.45502970702725,12.9891415693505,47.1419791026429,30.4138496209793,7.1342322398873,11.3000603743208,47.7057758100221,33.8599315757698,2.28003214142226,5.24306950582563,25.8838891120932,66.5930092406589,40.2254839395873,30.1637949372474,22.3463092958945,7.26441182727079,10.6541283455616,15.0666528882918,38.8963521752609,35.3828665908856,15.7010428736964,22.8968713789108,34.0556199304751,27.3464658169177,12.61,19.82,21.95,45.62
Bratislava,19.9385875127943,33.7154554759468,32.8147389969294,13.5312180143296,7.14213658831837,27.0755573489357,44.0129123373348,21.7693937254111,11.0063537610166,37.6409100225456,43.4207829473253,7.93195326911252,2.89825903190098,6.32987823286706,47.9621616181946,42.8097011170373,10.0645855758881,18.0516684607104,47.7717976318622,24.1119483315393,10.9070153590702,23.4952262349523,47.6753839767538,17.9223744292237,51.6735734778451,33.1208160663054,10.5939857613431,4.61162469450643,8.73,29.88,26.63,34.76
Košice,18.0020283975659,25.5882352941177,42.7789046653144,13.630831643002,6.95766659914928,19.4247518736075,49.0885152926879,24.5290662345554,13.5942117599103,35.6567818200347,41.6080709263222,9.1409354937328,2.38692207401464,5.60625814863103,40.4472971617691,51.5595226155852,26.9197112229272,39.9803106541238,25.1476700940713,7.95230802887771,11.6783729950729,25.5163014991089,45.8957962050529,16.9095293007653,33.7031284668294,44.86354559574,14.8213889505214,6.61193698690925,10.88,28.26,26.56,34.3
Ljubljana,20.0365222684387,25.8902302931927,34.7976057624023,19.2756416759663,4.54956312142212,8.00441900170734,41.6591342773928,45.7868835994778,7.45662980622907,25.2003652226844,48.1485238916506,19.1944810794359,2.89898685926372,6.93148761159595,30.9960878724045,59.1734376567359,34.7278119042576,27.1128998093624,27.1340817623385,11.0252065240415,5.12794476035743,8.3570268074736,39.3277822908205,47.1872461413485,49.4460897224964,24.3172096084238,18.5148623450696,7.72183832401009,14.44,26.16,21.89,37.51
Barcelona,13.7816312128239,21.0908357697349,42.7664079040226,22.3611251134187,11.1932739059968,24.0782009724473,48.6628849270665,16.0656401944895,24.2463958060288,38.905131565682,26.9281177538058,9.92035487448332,5.6517775752051,10.6857084979236,42.9757925655829,40.6867213612884,36.2370432415454,39.6817087215998,18.7938435765888,5.28740446026594,12.0377895164567,19.9410808614384,44.6566436407964,23.3644859813084,36.7443431273219,34.7405155915794,19.4528875379939,9.06225374310481,12.09,24.16,28.12,35.63
Madrid,17.120146744115,20.7785590543157,40.7418730255783,21.359421175991,12.2576736672052,18.235056542811,47.092084006462,22.4151857835218,27.6307754935884,33.238347242011,28.1294524730307,11.0014247913698,5.37340619307832,12.6189030560615,43.5944140862174,38.4132766646428,42.4178378949593,33.1924336891049,17.2144140336046,7.17531438233118,10.7772231842722,18.9874707140674,44.280330039727,25.9549760619334,38.124502105383,25.9929441219984,24.0582678957551,11.8242858768635,11.66,23.65,27.77,36.93
Málaga,14.0899401076033,21.5815653233174,36.9607146482591,27.3677799208202,13.7874603661655,22.0517541168047,38.2530428556817,25.9077426613481,11.7186695499948,18.6592523941922,47.2659870250232,22.3560910307898,3.9702482661574,6.83485777465072,31.9228063121922,57.2720876469997,51.151881580319,28.1559470447201,11.8315438340457,8.86062754091525,7.88327084811024,11.7033134056135,40.3992299118452,40.014185834431,19.5773315108821,28.871832614867,27.1159709809694,24.4348648932815,12.8,24.36,28.7,34.14
Oviedo,10.3462363394955,14.4009804922888,49.167602900623,26.0851802675927,8.42369477911647,11.5160642570281,45.9136546184739,34.1465863453815,10.1362342415616,16.9276128507523,51.6165107767385,21.3196421309475,3.56963802266119,6.11651458939136,26.5516895618169,63.7621578261305,47.5519365278213,36.6322163065038,9.10324668545777,6.71260048021714,4.30184074036408,9.04098444015051,31.9943048916912,54.6628699277942,20.1272871917263,19.5817706557563,34.7994090237527,25.4915331287646,9.69,20.28,28.54,41.49
Malmö,11.2145707561649,20.5361710835977,45.6257034687404,22.623554691497,3.36954335143834,4.4156105411386,32.2168577750956,59.9979883323275,6.73517143147828,10.9980669447553,62.7734255773731,19.4933360463933,3.44308371812889,5.00903433045573,25.2258582613933,66.3220236900221,19.8843187660668,30.4370179948586,38.1362467866324,11.5424164524422,9.11207856636631,16.2701225068341,39.9615267793865,34.6562721474132,30.269515730699,33.6948351766348,27.7998496725008,8.23579942016536,16.67,28.9,17.79,36.63
Stockholm,5.90012082158679,20.2678211840515,49.073701167942,24.7583568264197,3.04589006555724,9.32929904185577,44.1654059505799,43.4594049420071,8.65930436577562,18.6396944989163,50.9030859737847,21.7979151615234,1.82981701829817,3.44965503449655,19.8080191980802,74.9125087491251,11.3337216074549,20.7105416423995,38.9633080955154,28.9924286546302,4.78492998891911,13.2769215271482,43.6990027198549,38.2391457640778,66.8670402445237,22.2516556291391,7.30514518593989,3.57615894039735,16.72,25.66,20.59,37.03
Belfast,15.7622476924637,20.2353179835683,37.3973019576022,26.6051323663658,7.46118168985683,11.8874773139746,37.6588021778584,42.9925388183101,8.45390657296404,14.0657296403473,47.1372467961968,30.3431169904919,2.7564620355412,7.92609046849758,34.84450726979,54.4729402261713,21.9311014070839,29.852013585638,36.0140708393984,12.2028141678797,10.6378600823045,20.8539094650206,37.201646090535,31.3065843621399,21.6236559139785,24.6021505376344,33.3870967741935,20.3870967741936,21.78,23.56,18.8,35.86
Cardiff,13.7584230111636,15.9308055918737,38.5497334808408,31.7610379161219,2.85194174757282,8.01982200647249,35.6391585760518,53.4890776699029,4.47300771208226,16.0719794344473,49.5629820051414,29.892030848329,1.6865776528461,4.3369139644614,29.6355787571529,64.3409296255396,16.5802437127301,25.1490795955406,39.9014778325123,18.369198859217,9.83148971363589,18.1019332161687,33.2368448258038,38.8297322443916,26.6006671688368,28.3439147745615,29.5168406327343,15.5385774238674,26.27,23.9,16.8,33.03
Glasgow,9.4151212553495,20.2771550845731,41.1147340533931,29.1929896066843,5.76631259484067,7.85027819929186,40.900354071826,45.4830551340415,8.4140061791967,24.4799176107106,47.6622039134913,19.4438722966014,2.58220698002824,7.22211014726649,39.5097841436353,50.68589872907,18.1505631298162,29.484291641968,39.4427978660344,12.9223473621814,9.47379260632272,20.4304397075481,45.2682524971682,24.827515188961,20.9814775388546,37.4281456248669,28.7630402384501,12.8273365978284,19.58,29.27,18.57,32.58
London,10.9433962264151,20.3161652218256,43.8551759306476,24.8852626211117,3.39493772599437,9.63238248292487,42.1153073523503,44.8573724387304,17.9235537190083,33.1301652892562,35.6301652892562,13.3161157024793,4.4746103569633,10.8396178984414,37.3353443941679,47.3504273504274,13.8637446403049,25.3096712720343,41.8413530252501,18.9852310624107,13.0363206091162,26.8031690503138,40.4362588743698,19.7242514662002,56.7112024665982,21.5930113052415,12.7852004110997,8.91058581706064,18.46,29.42,20.7,31.42
Manchester,9.99695214873514,18.2871075891497,44.1532053235802,27.562734938535,8.12353480786872,14.9729895015799,44.0831719498522,32.8203037406992,5.393889004365,23.0513406776138,55.0924963625026,16.4622739555186,4.01848503114326,6.76110106489853,45.6499899537874,43.5704239501708,19.2815435389693,25.1840568672252,39.8197512058898,15.7146483879157,13.1813982137358,26.3319987680936,39.6365876193409,20.8500153988297,25.1297339074749,33.267086231644,27.3048470796069,14.2983327812742,28.43,31.94,15.95,23.67
Tyneside_conurbation,6.33167865464492,17.0600749670753,39.6008509776112,37.0073954006686,5.62883898902427,11.6906655925889,44.2050146007451,38.4754808176417,5.59849592646752,12.3354919573846,48.9346145811573,33.1313975349906,1.90973967232888,4.81455422655543,37.8932556035782,55.3824504975374,25.444089456869,32.8945686900958,33.2268370607029,8.43450479233227,9.74052718286656,18.3999176276771,41.4641680395387,30.3953871499176,13.9542555531119,21.5306795689466,44.2819441389927,20.2331207389488,14.23,17.87,21.32,46.57
Reykjavík,11.1053504769805,20.7175445873082,39.2057237660722,28.9713811696392,4.34963147513755,17.9487179487179,48.7490916640714,28.9525589120731,3.16314076484947,13.6391375101709,46.0943856794142,37.1033360455655,2.44294762239871,7.03729767769177,33.2059917563084,57.3137629436011,17.5591680612001,26.5479321061439,38.3217786277791,17.5711212048769,5.14209773052545,13.2794929462278,46.4731138826416,35.1052954406052,51.2766406414855,29.0040092846592,14.5916860097067,5.12766406414856,15.24,31.49,23.12,30.15
Oslo,3.32856851133347,9.0259342454564,47.9170920972024,39.7284051460078,3.2069970845481,5.38855936463255,45.0889715492108,46.3154720016085,2.73488747603189,20.234130588354,55.0206882631951,22.010293672419,1.42755897539739,4.84965070365496,16.3612432924977,77.3615470284499,8.49425159057931,22.5136734010492,41.5336533095211,27.4584216988503,4.68159051415721,13.4007973014413,41.1530205458448,40.7645916385567,48.4311740890688,28.917004048583,12.9757085020243,9.67611336032389,18.08,31.18,18.41,32.33
Genève,3.3781733589562,5.94720339840194,38.0499645999798,52.6246586426621,1.13842434011686,5.00705218617771,42.3836389280677,51.4708845456377,8.24637827980954,21.0920879343532,52.122378685037,18.5391551008003,0.872617853560682,4.50351053159478,35.8575727181545,58.7662988966901,24.1546425817821,38.0218085692257,29.6398281749091,8.18372067408305,5.06568575932738,13.6836573830793,54.7031003678402,26.547556489753,68.314606741573,23.9019407558733,4.54545454545455,3.23799795709908,13.39,28.44,27.33,30.84
Zürich,1.85858585858586,4.92929292929293,26.5656565656566,66.6464646464647,2.21261188776023,9.05159408629186,41.2551543799658,47.4806396459821,2.68985741733239,8.30215390838305,53.3724340175953,35.6355546566893,0.61,2.31,19.8,77.28,7.58517781646357,30.37801541905,46.2695846804277,15.7672220840587,3.06848201585044,11.3289981711034,38.1324933956513,47.4700264173948,49.8101200862157,38.9202504362106,6.57908241814636,4.69054705942728,10.59,33.12,26.88,29.41
Tirana,43.8151107514919,10.8020633154648,32.7298472741984,12.6529786588449,46.8285828984344,14.8835808912084,22.6114010437575,15.6764351665998,59.5111689872784,11.3492937994591,18.8820995692678,10.2574376439948,19.919638372677,14.1436464088398,40.7533902561527,25.1833249623305,30.6059987757601,19.39400122424,24.617425015303,25.382574984697,14.4905736060971,9.93782591255516,31.5182511030886,44.0533493782591,45.1652764905777,24.3435279579858,21.2439501596128,9.24724539182371,23.85,26.96,23.78,25.41
Skopje,47.7233370683508,25.5067739635326,22.4101049200367,4.35978404807986,36.397353648757,27.9270248596632,24.4186046511628,11.257016840417,70.2174788562223,17.6500201369311,6.3229963753524,5.80950463149416,13.2919627664898,14.3829446501852,37.3235912321089,35.0015013512161,43.3272208638957,20.5175224123879,23.9914425427873,12.1638141809291,20.555108608206,20.152855993564,26.015687851971,33.276347546259,15.5965391621129,19.6948998178506,39.4353369763206,25.2732240437158,14.02,25.76,26.88,33.33
Podgorica,34.5357178943114,29.2512882691725,24.9368495503688,11.2761442861473,21.2860310421286,23.2513606127797,34.4486998588994,21.0139084861923,15.8064191568568,25.6061978066204,41.7748264412919,16.8125565952309,10.3665865384615,12.7904647435897,43.5797275641026,33.2632211538462,50.8049002733623,22.9016907968006,20.8565353852384,5.43687354459856,14.2756397340318,12.3111021559541,23.4636308684264,49.9496272415877,27.7496700395952,17.5098988121425,28.1896172459305,26.5508139023317,17.98,28.52,25.54,27.96
Beograd,32.3012892092173,26.4237133285961,26.9718810273069,14.3031164348797,16.6147038117268,26.6720305742734,47.2292064769184,9.48405913708136,35.1466558408607,32.3048817618999,22.6529990865726,9.8954633106668,13.2752229235548,17.4531610059112,44.424406372107,24.847209698427,37.8719377562822,24.4874356008832,31.342655872148,6.29797077068657,14.9888370204993,22.265070022326,34.2399025776334,28.5061903795413,44.6795074202716,22.8397010840964,20.4610041048311,12.019787390801,12.8,26.47,23.65,37.08
Ankara,14.5244086562657,20.8857574232511,36.7287367891293,27.8610971313538,9.76720647773279,15.0303643724696,42.0344129554656,33.168016194332,13.3400503778338,19.6372795969773,40.8261964735516,26.1964735516373,6.82706766917293,11.609022556391,30.265664160401,51.2982456140351,27.6832663161151,24.6314052995154,29.5700587689453,18.1152696154243,12.1961020695198,16.2849105887081,39.1701828410689,32.3488045007032,45.0376245678259,19.4122432377466,25.3508236729713,10.1993085214562,18.46,30.13,26.59,24.82
Istanbul,19.4152398117553,19.0747972364073,39.1609091819365,22.3490537699009,24.9449228920489,21.6102543560985,30.8832365311436,22.561586220709,25.756664662257,25.4259370615354,33.5437963519744,15.2736019242333,21.58,13.56,40.82,24.04,30.4448938321537,20.2426693629929,30.4954499494439,18.8169868554095,39.6771282462649,16.524616464454,26.2408502957987,17.5574049934824,74.4796380090498,15.2740070387129,6.06334841628959,4.18300653594771,18.68,32.1,28.49,20.73
Antalya,14.2742097845782,16.5290920072478,37.4068854439299,31.789812764244,5.95636732623034,12.5621511922882,41.7047184170472,39.7767630644343,7.50480428845959,16.7189238393851,43.3093961767978,32.4668756953575,3.39135654261705,5.42216886754702,25.9203681472589,65.266106442577,20.5608433118412,22.0141234264661,28.830211851397,28.5948214102958,10.7462086973988,9.52094004218138,40.0723109370292,39.6605403233906,38.7027138157895,17.6809210526316,26.5830592105263,17.0333059210526,17.17,27.47,30.42,24.94
Diyarbakir,20.0502008032128,19.7590361445783,37.8714859437751,22.3192771084337,13.7640449438202,13.1821829855538,31.6713483146067,41.3824237560193,8.24242424242424,13.4949494949495,43.7373737373737,34.5252525252525,6.81,9.36,29,54.83,51.5249772013375,20.8430438747593,20.6606545749316,6.97132434897153,14.8103552077062,11.8001204093919,26.2091109773229,47.180413405579,34.8102543399273,16.4008881711748,26.8873637464675,21.9014937424304,26.8,33.84,23.56,15.8
